,id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,review_per_month
642,18886077,"Stylish, modern duplex near Orange Line, Downtown",Roxbury,42.3165,-71.09563,Private room,45.0,60,8,2022-02-15,0.09,2,323,0,STR-424669,0.09
643,18942870,Andrew Sq - Cozy Quiet Room,Dorchester,42.32458,-71.05999,Private room,65.0,91,1,2022-05-18,0.03,8,354,0,NA,0.03
644,18945347,B204 New AC & Heating Boston private room,Dorchester,42.30742,-71.06513,Private room,60.0,29,49,2024-09-15,0.54,12,305,2,NA,0.54
645,19037094,Trendy 1 bed in luxury seaport building,South Boston Waterfront,42.34867,-71.0435,Entire home/apt,184.68,91,12,2017-10-09,0.13,1,0,0,NA,0.13
646,19071875,Big newly renovated 2 bedroom condo in East Boston,East Boston,42.37957,-71.04049,Entire home/apt,184.68,2,9,2019-07-31,0.1,4,0,0,STR-387383,0.1
647,19100282,"Large, sunny hilltop home, nature lovers' paradise",Jamaica Plain,42.30308,-71.13398,Entire home/apt,500.0,3,31,2024-09-01,0.4,1,75,10,STR-398981,0.4
648,19102461,Private Room in very spacious JP House.( Lilac Rm),Jamaica Plain,42.32424,-71.10748,Private room,184.68,29,107,2024-08-31,1.17,11,29,1,STR-414742,1.17
649,19103076,"Comfortable, Private Suite, conveniently located",Jamaica Plain,42.32455,-71.10781,Private room,184.68,29,108,2023-10-28,1.19,11,16,0,STR-545009,1.19
650,19117781,"◇Cozy Townhouse Suite, with Private Bath ◇",Dorchester,42.29366,-71.06422,Private room,182.0,1,874,2024-12-14,9.56,3,177,110,STR-482961,9.56
651,19140676,Private Room 3 Min Walk to Savin Hill Subway Stop,Dorchester,42.31343,-71.05495,Private room,57.0,1,203,2024-11-21,2.22,1,78,30,STR-523314,2.22
652,19149341,Fun Houseboat,Charlestown,42.37579,-71.04981,Entire home/apt,151.0,2,110,2024-11-11,1.22,3,349,9,STR-416892,1.22
653,19154786,Comfortable & Convenient ( Centrally Located).,Fenway,42.34676,-71.08989,Entire home/apt,184.68,91,14,2017-09-01,0.15,14,0,0,NA,0.15
654,19174144,Clean spacious modern 2BR JP condo,Jamaica Plain,42.30676,-71.11278,Entire home/apt,184.68,91,5,2017-10-09,0.05,2,0,0,NA,0.05
655,19182289,"Renovated House, Sunny & Clean room, New Window AC",Roxbury,42.31343,-71.0935,Private room,39.0,150,2,2018-11-23,0.02,31,365,0,NA,0.02
656,19199379,Country Style.Boston Logan Airport & Train 3 bed.,East Boston,42.3798,-71.0347,Entire home/apt,214.0,1,427,2024-12-03,4.68,3,316,52,STR-398048,4.68
657,19209066,Logan Intl Airport - Boston II,East Boston,42.38832,-71.00145,Private room,50.0,91,1,2018-02-01,0.01,4,364,0,NA,0.01
658,19308245,"Beacon Hill, J. Miller Flats - Studio Flat #9",Beacon Hill,42.35956,-71.07184,Entire home/apt,149.0,1,133,2024-12-14,1.47,60,84,12,Exempt: This listing is a hotel or motel,1.47
659,19310183,Family Home + Near Downtown + Cool Backyard!,East Boston,42.36645,-71.0298,Entire home/apt,266.0,4,191,2024-12-09,2.11,1,254,58,STR-462198,2.11
660,19356659,Cozy and Convenient ( Great Location),Fenway,42.34037,-71.08871,Entire home/apt,184.68,91,10,2017-08-29,0.11,14,0,0,NA,0.11
662,19364110,Large clean private room close to downtown,Mission Hill,42.33209,-71.1015,Private room,129.0,2,156,2024-10-27,1.72,4,175,19,STR-434886,1.72
663,19364446,Light and cozy private room,Brighton,42.35272,-71.1643,Private room,184.68,91,0,NA,1.79,1,0,0,NA,1.79
664,19366533,Boston step a train&bus  beautiful house,West Roxbury,42.27971662193148,-71.16043239547865,Private room,61.0,5,38,2024-10-25,0.5,3,365,5,STR-520919,0.5
665,19373388,Classic New England apartment on MBTA Red line,Dorchester,42.29031,-71.06681,Entire home/apt,95.0,29,118,2024-09-23,1.29,2,116,5,Exempt: This listing is a unit used for furnished institutional or business stays,1.29
666,19473060,“The Sanctuary Room” at The Perthshire House.,Brighton,42.35397,-71.16775,Private room,126.0,1,145,2024-11-18,1.61,6,365,16,STR-453972,1.61
667,19484144,Quirky studio in Jamaica Plain,Jamaica Plain,42.31387,-71.10864,Entire home/apt,96.0,2,130,2024-11-24,1.44,2,71,18,str-460147,1.44
668,19540224,"Free Parking at 1 Bed Basement Apt, Near BU & MIT",Fenway,42.3494,-71.09566,Entire home/apt,48.0,29,215,2024-03-23,2.37,20,312,4,STR-521905,2.37
669,19574477,Gorgeous Audubon Circle Studios (1),Fenway,42.34633,-71.10317,Entire home/apt,185.0,30,97,2024-09-21,1.09,4,323,2,NA,1.09
670,19593368,COZY THEATRE DISTRICT STUDIO NEAR BOSTON COMMON,Downtown,42.35145,-71.06461,Entire home/apt,179.0,91,50,2023-07-30,0.55,3,239,0,NA,0.55
671,19727919,Shelly's Bunk Room,East Boston,42.38138,-71.02312,Private room,65.0,1,784,2024-12-16,8.68,5,203,148,STR-398249,8.68
672,19735537,Diana North End,Downtown,42.36538,-71.05861,Private room,184.68,91,0,NA,1.79,1,0,0,NA,1.79
673,19885281,#203 Boston Female only Queen Bed全楼 禁烟,Dorchester,42.3075,-71.06533,Private room,55.0,29,44,2023-12-17,0.49,12,270,0,NA,0.49
674,19885345,#202 Boston private AC Queen BR 全楼禁烟 female,Dorchester,42.30792,-71.06513,Private room,59.0,30,29,2024-07-03,0.32,12,270,1,NA,0.32
675,19904967,Penthouse suite in historic Beacon Hill,Beacon Hill,42.35734,-71.07094,Entire home/apt,184.68,91,7,2019-08-19,0.08,1,0,0,NA,0.08
676,19918817,#204 Boston private Central AC 禁烟 Female only,Dorchester,42.30754,-71.06525,Private room,55.0,29,38,2024-02-11,0.42,12,364,1,NA,0.42
677,19969497,*Modern City Triplex!! *Close to Center,Roxbury,42.33016,-71.09527,Entire home/apt,250.0,3,168,2024-10-21,1.88,5,137,12,STR446660,1.88
678,19982161,"Cozy, Bright Studio in Back Bay/South End",Back Bay,42.34728,-71.07585,Entire home/apt,190.0,29,29,2024-10-31,0.32,1,98,1,NA,0.32
679,19996537,Cozy studio in Fenway,Fenway,42.34096,-71.09928,Entire home/apt,184.68,91,0,NA,1.79,1,0,0,NA,1.79
680,19997604,Back Bay Apartment near MIT and Newbury Street,Fenway,42.35095,-71.09009,Entire home/apt,230.0,3,84,2024-11-07,0.94,1,106,24,STR-447567,0.94
681,20000347,Loft Style 1 Mile from Downtown Boston Brownstone.,Roxbury,42.32422,-71.09616,Entire home/apt,184.68,91,70,2019-11-10,0.79,4,0,0,str-446257,0.79
682,20035860,"Private Studio on top floor, (yellow tulip room)",Jamaica Plain,42.32478,-71.10587,Entire home/apt,184.68,2,40,2024-08-30,0.45,11,0,1,STR-414742,0.45
683,20055667,Newly Renovated Private Bedroom Close to  Airport,East Boston,42.37808,-71.04042,Private room,184.68,1,37,2019-11-03,0.41,4,0,0,STR-387383,0.41
684,20137039,Beautiful condo with city benefits,Dorchester,42.31947,-71.05538,Entire home/apt,190.0,2,99,2024-10-28,1.11,1,29,17,STR-422449,1.11
685,20137476,Cozy Room in Beacon Hill/MIT/MGH! (Room A),Beacon Hill,42.35966,-71.06538,Private room,141.0,29,182,2024-07-31,2.04,8,225,3,NA,2.04
686,20152689,Cozy Room in the Heart of Boston (MGH/Downtown),Beacon Hill,42.36019,-71.064,Private room,84.0,29,202,2024-11-02,2.26,8,124,5,Exempt: This listing is a unit used for furnished institutional or business stays,2.26
687,20207694,Roslindale private 3rd floor 2 bedroom apt,Roslindale,42.27677,-71.13287,Entire home/apt,106.0,29,11,2019-08-26,0.13,13,365,0,STR-416445,0.13
688,20229074,Great South End / Back Bay location! 1 bed condo,South End,42.34631,-71.07188,Entire home/apt,184.68,3,132,2024-11-30,1.49,1,0,31,STR-383890,1.49
689,20237145,"Bright and Spacious 3 BedR., 1 bath",Dorchester,42.30427,-71.06056,Entire home/apt,165.0,1,166,2024-10-28,1.85,2,4,33,STR-420486,1.85
690,20268369,Large Private Bedroom Close to Airport,East Boston,42.37833,-71.04052,Private room,184.68,2,16,2019-10-20,0.18,4,0,0,STR-387383,0.18
691,20269422,"#205 Boston Private Room 双床 ( females, or couple)",Dorchester,42.3077,-71.06489,Private room,80.0,29,41,2024-02-18,0.46,5,88,1,NA,0.46
692,20359898,EXTENDED STAY. VERY QUIET. SPACIOUS. NEXT TO TRAIN,Jamaica Plain,42.31808,-71.10706,Entire home/apt,118.0,29,81,2024-10-31,0.91,1,76,4,NA,0.91
693,20406376,Private room in Jamaica Plain condominium.,Jamaica Plain,42.32602,-71.10434,Private room,184.68,29,28,2020-06-25,0.32,1,0,0,STR-398960,0.32
694,20417844,Private Suite in South Boston | Convenient to BCEC,South Boston,42.33927,-71.05215,Private room,184.68,1,115,2024-04-16,1.29,1,0,1,STR-413146,1.29
695,20420751,Sunny Private Room in Beautiful Chestnut hill,Brighton,42.33836,-71.14954,Private room,184.68,91,11,2019-08-17,0.12,3,0,0,STR-415268,0.12
696,20446955,Your Other Home in a Different Town,Hyde Park,42.26724,-71.10521,Private room,80.0,91,19,2019-05-21,0.21,2,179,0,STR-415873,0.21
697,20456058,Very cool place in a very cool location.,Allston,42.3487,-71.13436,Entire home/apt,184.68,91,5,2017-10-08,0.06,1,0,0,NA,0.06
698,20459710,Good place for hangout,Mission Hill,42.33505,-71.10036,Entire home/apt,184.68,91,0,NA,1.79,1,0,0,NA,1.79
699,20479416,Shelly's Eclectic Room,East Boston,42.38138,-71.02312,Private room,64.0,1,685,2024-12-11,7.68,5,226,144,STR-398249,7.68
700,20547874,Sunny Private Room in Chestnut hill,Brighton,42.34025,-71.14953,Private room,184.68,91,5,2018-06-25,0.06,3,0,0,NA,0.06
701,20588785,The Moontower Apartment,Chinatown,42.35236,-71.05979,Private room,184.68,91,61,2018-11-18,0.69,2,0,0,NA,0.69
702,20634420,Friendly family single room,Mattapan,42.2765,-71.07733,Private room,100.0,1,53,2024-05-19,0.6,6,90,3,STR-415974,0.6
703,20649310,Comfort and convenience in a Victorian home,Roslindale,42.27975,-71.12545,Private room,95.0,1,130,2024-12-09,1.46,1,300,29,STR-528093,1.46
704,20650593,The Historic House in the North End/Waterfront,North End,42.36765,-71.05496,Entire home/apt,375.0,29,105,2024-11-22,1.18,1,42,1,NA,1.18
705,20655696,Great4 Holidays min2 DowntownFenway FreePrkg,Dorchester,42.30945,-71.06212,Entire home/apt,564.0,2,74,2024-10-17,0.92,4,361,5,STR-413525,0.92
706,20694962,Feel at home in a good vibes place.,Allston,42.34867,-71.13103,Private room,184.68,91,5,2019-11-03,0.06,1,0,0,NA,0.06
707,20704205,West Roxbury private room,West Roxbury,42.264,-71.15166,Private room,184.68,91,1,2017-08-31,0.01,1,0,0,NA,0.01
708,20723594,Lower level private room and bath in Savin Hill,Dorchester,42.31016,-71.05332,Private room,75.0,1,282,2024-12-04,3.17,4,290,48,STR-383474,3.17
709,20740079,Cozy 2-bedroom condo in East Boston,East Boston,42.36657,-71.03562,Entire home/apt,184.68,29,3,2024-07-07,0.09,1,29,1,STR-539299,0.09
710,20747657,Nice  Room. Walking distance to new train Station,Hyde Park,42.2721,-71.1081,Private room,184.68,2,70,2024-09-19,0.79,2,365,4,STR-484028,0.79
711,20754696,Cozy Private Garden Studio near the Heart of JP,Jamaica Plain,42.30615,-71.11674,Entire home/apt,120.0,3,216,2024-12-18,2.45,1,79,29,STR-383301,2.45
712,20772091,"Waterfront, Convention Centers, near Downtown.",South Boston Waterfront,42.35103,-71.04041,Private room,149.0,91,3,2017-09-28,0.03,2,364,0,NA,0.03
713,20775116,Gorgeous Audubon Circle Studios (2),Fenway,42.34737,-71.1033,Entire home/apt,175.0,30,126,2024-11-02,1.42,4,303,4,NA,1.42
714,20785742,Symphony Place,Fenway,42.34132,-71.08615,Entire home/apt,186.0,2,371,2024-12-08,4.19,1,194,75,STR-409563,4.19
715,20812122,"North End, TD Garden, North Sta, Govt Ctr, Hanover",Downtown,42.36611,-71.05914,Private room,184.68,91,0,NA,1.79,1,0,0,NA,1.79
716,20815139,Historic 3+ Bedroom Charlestown Townhouse,Charlestown,42.38188,-71.06486,Entire home/apt,184.68,91,13,2019-07-15,0.15,1,0,0,NA,0.15
717,20849944,My Home,Roxbury,42.31043,-71.09046,Private room,184.68,91,0,NA,1.79,1,0,0,NA,1.79
718,20858430,"Stylish, Comfortable Luxury | Near T",Roxbury,42.33041,-71.09317,Entire home/apt,234.0,30,102,2024-11-28,1.15,3,346,27,Exempt: This listing is a unit used for furnished institutional or business stays,1.15
719,20861260,Luminous Linwood Home | near T,Roxbury,42.32955,-71.09396,Entire home/apt,414.0,10,56,2024-12-01,0.64,3,346,6,Exempt: This listing is a unit used for furnished institutional or business stays,0.64
720,20868619,3 Bedroom Apartment with Parking,Brighton,42.35949097294886,-71.1415579212199,Entire home/apt,187.0,2,411,2024-12-08,4.67,3,131,54,STR-413796,4.67
721,20903558,Sunny room and private bathroom- Brighton center,Brighton,42.346,-71.15535,Private room,80.0,3,119,2024-11-17,1.35,2,146,14,STR-545004,1.35
722,20926438,Free Parking 2 Bed 1 Bath Steps from BU/Kenmore,Fenway,42.35092,-71.09394,Entire home/apt,69.0,9,125,2024-10-16,1.42,20,338,3,STR-521905,1.42
723,20978478,Escape Noisy Boston in Modern/Bright PrivateRoom,Roslindale,42.27782,-71.13332,Private room,100.0,2,64,2024-10-29,0.73,2,363,5,STR-401632,0.73
724,20999140,Modern 3 Bed - Steps from Prudential #28,Back Bay,42.34614,-71.08673,Entire home/apt,184.68,91,37,2019-08-18,0.42,14,0,0,NA,0.42
725,21006936,One bedroom apartment in Beacon Hill/MGH,Beacon Hill,42.36101,-71.06874,Entire home/apt,184.68,91,6,2021-12-31,0.07,8,89,0,NA,0.07
726,21025191,Private room.  Very close to new train Station,Hyde Park,42.27076,-71.10598,Private room,80.0,2,66,2024-10-28,0.75,2,365,13,STR-484028,0.75
727,21038943,Single room,Allston,42.3595,-71.12947,Private room,82.0,91,45,2022-03-18,0.51,3,110,0,NA,0.51
728,21039322,Single room,Allston,42.35958,-71.13128,Private room,82.0,91,40,2019-10-19,0.45,3,365,0,NA,0.45
729,21096288,Minutes to Downtown Boston,Dorchester,42.31139,-71.05494,Entire home/apt,215.0,31,18,2024-05-15,0.23,1,181,1,NA,0.23
730,21140575,Near the Red & Commuter T lines!,Dorchester,42.30429,-71.07436,Private room,50.0,30,9,2024-09-29,0.18,27,351,2,NA,0.18
731,21141934,Quick Steps to the Red Line!,Dorchester,42.29097,-71.06516,Private room,50.0,30,10,2024-10-20,0.12,27,364,2,NA,0.12
732,21185484,Cozy quiet private room on T line in Jamaica Plain,Jamaica Plain,42.28808,-71.11218,Private room,184.68,91,8,2019-10-25,0.1,1,0,0,NA,0.1
733,21190750,Two by Sea Suite King Bed/Twin Bed PVT Bath Entry,South Boston,42.33451,-71.02731,Entire home/apt,179.0,2,488,2024-11-17,5.75,3,154,62,STR-398624,5.75
734,21230903,4 Beds & 2 Bath ~ Best Location in Downtown Boston,Fenway,42.34315,-71.0989,Entire home/apt,184.68,91,90,2019-11-30,1.04,1,0,0,NA,1.04
735,21238858,Boston/Brookline Private 1 BR/Bath w/ Free Parking,Allston,42.34745,-71.14036,Entire home/apt,111.0,1,452,2024-12-08,5.15,1,347,79,STR-446839,5.15
736,21350397,Astonishing 1 Bed South End Boston's Best Location,South End,42.3440581,-71.0700076,Entire home/apt,350.0,3,232,2024-12-15,2.67,2,299,23,STR-545132,2.67
737,21369962,Beacon Hill Designer Suite with Roof deck,Downtown,42.35748,-71.06156,Entire home/apt,173.0,29,61,2024-10-12,0.7,1,222,4,NA,0.7
738,21444743,Back Bay Studio on Marlborough St-min 3 months,Back Bay,42.35243,-71.07565,Entire home/apt,130.0,91,0,NA,1.79,9,364,0,NA,1.79
739,21445050,LUXURY BACK BAY STUDIO NEAR BERKLEY & Northeastern,Fenway,42.34651,-71.0899,Entire home/apt,110.0,32,2,2019-12-31,0.02,9,249,0,NA,0.02
740,21445137,BEACON HILL STUDIO BY MASS GENERAL HOSPITAL,Beacon Hill,42.36048,-71.06898,Entire home/apt,130.0,32,2,2022-08-31,0.03,9,364,0,NA,0.03
741,21445237,North End one bedroom in Boston's Little Italy,Brighton,42.35123,-71.15157,Entire home/apt,184.68,91,0,NA,1.79,9,0,0,NA,1.79
742,21454153,Minion? *Family*Tourist/Convention/Subway 130-1,South Boston,42.33623,-71.05418,Entire home/apt,125.0,91,43,2019-08-11,0.5,3,90,0,NA,0.5
743,21484706,Spacious for Friendly Female Roommates all utility,Dorchester,42.29093,-71.06551,Private room,53.0,91,37,2023-12-31,0.43,8,364,1,NA,0.43
744,21486679,Newbury St Vibes - The Best of Boston Right Here#9,Back Bay,42.34979,-71.08262,Entire home/apt,89.0,1,171,2024-12-15,2.04,88,249,6,STR-445401,2.04
745,21596829,Super Convenient 3BR 2Bath Renovated Sleeps 6,Brighton,42.35532,-71.16481,Entire home/apt,184.68,29,31,2023-08-09,0.36,5,344,0,NA,0.36
746,21597670,Entire 1-bedroom Apartment Near Downtown/Longwood,Roxbury,42.31977,-71.09202,Private room,72.0,60,114,2024-09-02,1.32,1,269,2,NA,1.32
747,21624391,"Clean, spacious condo just steps from the MBTA",Brighton,42.34351,-71.15211,Entire home/apt,307.0,2,163,2024-11-11,2.0,1,241,9,STR-400150,2.0
748,21679735,1 Bedroom near Harvard Business School.,Allston,42.35863,-71.1243,Private room,184.68,91,1,2017-11-19,0.01,1,0,0,NA,0.01
749,21679902,"Back Bay studio- Close to Northeastern, colleges..",Back Bay,42.35144,-71.08725,Entire home/apt,130.0,32,5,2024-08-07,0.06,9,308,1,NA,0.06
750,21683291,Richmond's Cozy Colonial near Lower Mills,Mattapan,42.27415,-71.08912,Private room,184.68,91,28,2019-06-07,0.32,2,0,0,NA,0.32
751,21698478,Angel’s room in Boston,Dorchester,42.31974,-71.05734,Private room,184.68,91,4,2018-07-01,0.05,1,0,0,NA,0.05
752,21701419,"Private High-Rise, River-View Bedroom Near MGH",West End,42.36441,-71.0686,Private room,89.0,29,59,2024-08-25,0.68,3,348,7,STR-531644,0.68
753,21736914,Alex's House,East Boston,42.38119,-71.02831,Private room,184.68,91,0,NA,1.79,1,0,0,NA,1.79
754,21769647,Angela’s Comfy 1BR,Dorchester,42.29286,-71.07486,Private room,165.0,4,285,2024-10-30,3.33,1,164,15,STR-445530,3.33
755,21779767,BACK BAY ONE BEDROOM ON COMMONWEALTH AVE-MONTHLY,Back Bay,42.35078,-71.08389,Entire home/apt,99.0,32,1,2018-08-31,0.01,9,330,0,NA,0.01
756,21789235,Ideal 3 BDR to stay by the Red Line!,Dorchester,42.29121,-71.06763,Entire home/apt,140.0,30,1,2021-08-23,0.02,27,362,0,NA,0.02
757,21799918,Large apartment for up to 8 ppl/1st floor,Dorchester,42.31345,-71.05631,Entire home/apt,104.0,1,51,2024-12-09,0.6,4,233,18,STR-423861,0.6
758,21800425,Large apartment for up to 8 ppl/2nd floor,Dorchester,42.31345,-71.05631,Entire home/apt,91.0,1,41,2024-12-17,0.48,4,251,21,STR-423861,0.48
759,21802497,Large apartment for up to 8 ppl/3rd floor,Dorchester,42.31345,-71.05631,Entire home/apt,101.0,1,71,2024-12-02,0.84,4,271,24,STR-423861,0.84
760,21815325,"WaterfrontM (North End)-MGH, SUBWAY, RESTAURANTS",North End,42.36571,-71.05065,Entire home/apt,110.0,32,0,NA,1.79,9,364,0,NA,1.79
761,21897391,Beautiful Back Bay Duplex rental,Back Bay,42.34956359863281,-71.08756256103516,Entire home/apt,1150.0,4,11,2024-06-21,0.14,1,333,2,STR-544954,0.14
762,21925988,Comfy room 3 min to T stop-easy access to Boston,Charlestown,42.38356,-71.07874,Private room,69.0,29,19,2024-10-01,0.22,12,107,2,NA,0.22
763,21961507,Sun filled modern clean master suite & bath,Jamaica Plain,42.30493,-71.11555,Entire home/apt,184.68,91,0,NA,1.79,2,0,0,NA,1.79
764,22013980,Now avail. Jamaica Pd and Arboretum 20 min Boston,Jamaica Plain,42.30595016479492,-71.12496185302734,Entire home/apt,209.0,3,146,2024-11-13,1.83,1,352,28,STR-461050,1.83
765,22081895,Seaport Brick and Beam 1 bed.,South Boston Waterfront,42.3525,-71.04803,Entire home/apt,184.68,91,0,NA,1.79,1,0,0,NA,1.79
766,22099733,"★ Chic, Clean & Large ★ Professionally Cleaned! ★",East Boston,42.38041,-71.03189,Private room,54.0,1,732,2024-12-02,8.64,8,356,90,STR-399362,8.64
767,22132037,"Cozy, colorful, comfy 2BDR Duplex apartm in Boston",Brighton,42.35448,-71.14723,Private room,184.68,91,1,2018-01-01,0.01,1,0,0,NA,0.01
768,22267104,Boston’s History Gem: One by Land Suite,South Boston,42.33451,-71.02731,Entire home/apt,145.0,2,494,2024-12-01,5.9,3,130,65,STR-398624,5.9
769,22306805,"3 BR Private Family Home, S. Boston/Seaport/BCEC",South Boston,42.33712,-71.03903,Entire home/apt,184.68,1,380,2024-11-30,4.47,2,232,59,STR-383143,4.47
770,22327139,"★ Clean, Modern & Bright ★ Great Location ★",East Boston,42.37855,-71.03157,Private room,55.0,1,784,2024-12-16,9.23,8,365,109,STR-399362,9.23
